41171
           1      110131  2.5929001E-04  7.7436402E-02   19.65000    
           2      110132  6.3984226E-05  7.7539198E-02   19.27000    
           3      110134  1.6993430E-04  8.4941857E-02   19.70000    
           4      110136  6.4042601E-06  9.4159119E-02   19.89000    
           5      110137  1.8843646E-04  9.5718533E-02   19.87000    
           6      110139  3.5109132E-04  9.9807352E-02   19.10000    
           7      110140  2.8945709E-04  0.1014268       19.53000    
           8      110141  2.7274460E-04  0.1031270       19.98000    
           9      110145  7.2071096E-05  0.1039988       18.85000    
          10      110146  2.4439875E-04  0.1041319       19.77000    
          11      110147  2.2879362E-04  0.1045133       18.58000    
          12      110148  8.9249326E-05  0.1046891       19.24000    
          13      110149  1.6086262E-04  0.1047987       19.32000    
          14      110150  1.1186867E-04  0.1049349       19.73000    
          15      110152  1.8826161E-04  0.1055750       18.85000    
          16      110155  3.6057821E-04  0.1075348       18.54000    
          17      110156  2.6771086E-04  0.1083614       19.70000    
          18      110160  2.8924452E-04  0.1104916       18.85000    
          19      110164  3.9050760E-04  0.1122769       19.68000    
          20      110165  2.0009110E-04  0.1123519       19.67000    
          21      110166  2.4698392E-04  0.1123786       18.88000    
          22      110169  3.7408827E-05  0.1177411       18.69000    
          23      110170  3.6513948E-04  0.1177409       19.56000    
          24      110172  2.6081069E-04  0.1200952       19.58000    
          25      110173  7.8587436E-05  0.1215707       19.48000    
          26      110174  2.2359304E-04  0.1216002       19.49000    
          27      110175  3.7947798E-04  0.1216790       18.99000    
          28      110176  1.4035279E-04  0.1218079       19.23000    
          29      110178  1.8096260E-04  0.1226274       19.98000    
          30      110179  1.8882683E-05  0.1229792       19.66000    
          31      110183  4.1772981E-04  0.1274270       18.58000    
          32      110184  4.0109264E-04  0.1283037       19.22000    
          33      110186  2.9513045E-04  0.1293659       19.69000    
          34      110187  2.1312640E-04  0.1302543       19.76000    
          35      110190  2.4294922E-04  0.1307958       19.82000    
          36      110191  4.3341686E-04  0.1318411       19.67000    
          37      110192  5.2663017E-05  0.1332314       19.14000    
          38      110193  2.6125580E-04  0.1406275       19.58000    
          39      110194  3.3781893E-04  0.1416150       19.98000    
          40      110196  1.0661724E-05  0.1440120       18.99000    
          41      110200  1.4288619E-04  0.1476397       19.51000    
          42      110205  2.4833163E-04  0.1501723       19.89000    
          43      110206  1.8267923E-04  0.1503027       19.83000    
          44      110207  1.5818478E-04  0.1504093       19.28000    
          45      110208  1.4385687E-04  0.1513640       19.54000    
          46      110210  3.5494249E-04  0.1514688       19.74000    
          47      110211  2.5416823E-04  0.1515373       19.77000    
          48      110212  1.0929419E-04  0.1516230       19.95000    
          49      110213  4.6411322E-05  0.1518012       19.54000    
          50      110214  2.3283593E-04  0.1519068       19.91000    
          51      110215  4.3054982E-04  0.1521240       18.84000    
          52      110216  9.6834061E-05  0.1526435       18.85000    
          53      110219  8.8928202E-05  0.1541775       19.72000    
          54      110220  2.4334357E-04  0.1568913       19.99000    
          55      110222  4.8692245E-06  0.1577310       18.97000    
          56      110223  1.9172010E-05  0.1585815       18.99000    
          57      110224  2.0009595E-04  0.1595391       19.53000    
          58      110226  2.3730412E-04  0.1609408       18.71000    
          59      110227  3.0496260E-05  0.1610810       19.89000    
          60      110228  4.3633697E-04  0.1611166       18.73000    
          61      110230  5.3999561E-04  0.1615756       19.73000    
          62      110232  3.0566793E-04  0.1635997       18.51000    
          63      110236  3.3253006E-04  0.1674177       19.63000    
          64      110237  4.8020447E-04  0.1676523       19.50000    
          65      110239  4.6313528E-04  7.7311099E-02   20.00000    
          66      110240  6.6063151E-04  7.7752516E-02   19.46000    
          67      110243  3.9898997E-04  7.8604929E-02   19.67000    
          68      110244  7.8090368E-04  7.8667782E-02   19.56000    
          69      110252  7.6614472E-04  8.1123285E-02   19.60000    
          70      110255  9.0967794E-04  8.2242541E-02   19.37000    
          71      110256  8.9628145E-04  8.3127774E-02   18.89000    
          72      110259  9.2184299E-04  8.5454777E-02   19.81000    
          73      110261  9.6404494E-04  8.8304766E-02   19.95000    
          74      110264  6.4238661E-04  9.1428719E-02   19.62000    
          75      110267  9.8155439E-04  9.2639253E-02   18.59000    
          76      110268  8.7276456E-04  9.2725009E-02   19.92000    
          77      110269  7.0117769E-04  9.4327569E-02   19.17000    
          78      110273  6.8022596E-04  0.1018786       19.54000    
          79      110275  7.6373213E-04  0.1035680       19.73000    
          80      110277  4.2896016E-04  0.1051720       19.65000    
          81      110278  6.3211465E-04  0.1052216       18.72000    
          82      110279  5.2042346E-04  0.1052722       19.62000    
          83      110286  9.0062025E-04  0.1074142       19.78000    
          84      110287  8.3278195E-04  0.1074637       19.46000    
          85      110288  7.0213183E-04  0.1077718       19.62000    
          86      110291  1.0175144E-03  0.1115133       19.05000    
          87      110293  6.8334595E-04  0.1132073       19.84000    
          88      110294  8.7249221E-04  0.1134863       19.37000    
          89      110295  1.0419096E-03  0.1136523       19.77000    
          90      110296  6.4588885E-04  0.1137323       19.99000    
          91      110299  9.9903764E-04  0.1157295       19.24000    
          92      110300  7.1662071E-04  0.1163501       18.91000    
          93      110301  4.7579792E-04  0.1164932       19.09000    
          94      110302  1.0231134E-03  0.1169884       18.80000    
          95      110304  4.1712585E-04  0.1182122       19.09000    
          96      110305  9.8332705E-04  0.1190543       18.70000    
          97      110306  8.9757866E-04  0.1198373       19.92000    
          98      110307  4.4027073E-04  0.1202973       18.95000    
          99      110308  9.4206788E-04  0.1203225       18.72000    
         100      110312  1.0542655E-03  0.1208761       18.64000    
         101      110313  6.3940586E-04  0.1208969       18.70000    
         102      110314  7.3430617E-04  0.1210529       19.55000    
         103      110315  9.8217372E-04  0.1210826       18.53000    
         104      110316  5.9403357E-04  0.1210951       19.83000    
